1,4
1,15
1,25
1,46
1,49
1,52
1,66
2,3
2,7
2,8
2,11
2,13
2,16
2,17
2,28
2,34
2,41
2,60
2,66
2,77
2,79
2,85
2,89
3,4
3,7
3,11
3,13
3,16
3,29
3,34
3,40
3,41
3,49
3,61
3,72
3,85
3,89
4,6
4,9
4,12
4,15
4,19
4,20
4,23
4,24
4,25
4,38
4,44
4,45
4,46
4,52
4,54
4,59
4,66
4,69
4,73
4,81
4,84
4,86
5,37
5,42
5,49
5,50
5,51
5,53
5,56
5,75
5,80
5,85
5,87
5,88
6,12
6,14
6,15
6,19
6,22
6,23
6,25
6,35
6,36
6,38
6,40
6,45
6,46
6,48
6,49
6,52
6,55
6,66
6,73
6,75
6,76
6,81
6,85
6,86
7,8
7,11
7,13
7,27
7,28
7,34
7,41
7,59
7,61
7,85
7,89
8,13
8,17
8,22
8,26
8,28
8,34
8,41
8,47
8,51
8,57
8,58
8,59
8,60
8,77
8,79
8,82
8,85
8,87
8,89
9,15
9,17
9,18
9,27
9,31
9,33
9,35
9,38
9,40
9,51
9,52
9,55
9,59
9,61
9,80
9,83
9,84
9,85
9,86
9,91
10,14
10,15
10,18
10,20
10,24
10,27
10,29
10,30
10,31
10,32
10,40
10,44
10,45
10,46
10,47
10,52
10,54
10,61
10,62
10,63
10,64
10,67
10,70
10,71
10,73
10,74
10,78
10,81
11,17
11,34
11,39
11,41
11,85
12,15
12,17
12,24
12,25
12,27
12,31
12,35
12,39
12,45
12,49
12,52
12,57
12,58
12,59
12,70
12,73
12,78
12,85
12,87
13,15
13,16
13,17
13,21
13,28
13,30
13,33
13,43
13,44
13,45
13,46
13,47
13,49
13,50
13,57
13,58
13,59
13,60
13,61
13,65
13,73
13,77
13,78
13,79
13,85
13,87
13,89
14,51
14,89
15,19
15,20
15,21
15,23
15,25
15,33
15,35
15,38
15,40
15,45
15,46
15,48
15,49
15,51
15,52
15,59
15,65
15,66
15,72
15,73
15,78
15,79
15,83
15,86
15,91
16,17
16,28
16,34
16,41
16,49
16,61
16,68
16,73
16,85
16,89
17,26
17,34
17,46
17,47
17,54
17,60
17,62
17,71
17,77
17,79
17,85
17,89
18,19
18,35
18,47
18,52
18,57
18,69
18,81
18,85
19,23
19,33
19,35
19,38
19,46
19,48
19,66
19,69
19,73
19,81
19,91
20,25
20,28
20,29
20,43
20,45
20,51
20,52
20,59
20,60
20,63
20,74
20,76
20,77
20,79
20,80
20,87
21,32
21,36
21,41
21,53
21,59
21,79
21,85
22,27
22,28
22,29
22,31
22,41
22,43
22,47
22,57
22,60
22,61
22,62
22,64
22,67
22,70
22,77
22,79
22,80
22,85
22,89
23,27
23,33
23,35
23,38
23,39
23,40
23,46
23,49
23,51
23,52
23,59
23,65
23,72
23,73
23,78
23,81
23,86
23,92
24,30
24,31
24,32
24,50
24,54
24,62
24,70
24,74
25,29
25,30
25,32
25,33
25,36
25,38
25,45
25,46
25,49
25,50
25,54
25,56
25,59
25,60
25,64
25,70
25,75
25,78
25,85
25,88
26,29
26,36
26,37
26,40
26,48
26,50
26,54
26,56
26,59
26,76
26,80
26,85
26,87
26,88
26,89
27,32
27,33
27,38
27,53
27,66
27,72
27,73
27,81
28,34
28,36
28,41
28,47
28,49
28,51
28,52
28,53
28,57
28,58
28,59
28,61
28,65
28,66
28,69
28,73
28,74
28,76
28,77
28,78
28,82
28,85
28,89
29,30
29,31
29,39
29,41
29,44
29,46
29,54
29,58
29,62
29,63
29,67
29,70
29,71
29,74
29,77
29,85
30,31
30,40
30,54
30,62
30,63
30,64
30,67
30,70
30,71
30,72
30,74
30,91
30,92
31,35
31,45
31,54
31,58
31,63
31,64
31,67
31,70
31,74
31,91
32,33
32,49
32,52
32,59
32,70
32,72
32,92
33,39
33,59
33,72
33,81
33,86
33,89
33,92
34,41
34,45
34,60
34,85
34,89
35,38
35,45
35,46
35,59
35,69
35,73
35,85
35,87
36,37
36,38
36,39
36,46
36,49
36,50
36,51
36,52
36,53
36,56
36,75
36,76
36,80
36,85
36,87
36,88
37,51
37,56
37,76
37,80
38,48
38,51
38,59
38,66
38,73
38,78
38,81
38,83
38,85
38,91
38,92
39,40
39,45
39,46
39,52
39,59
39,70
39,81
39,86
39,87
39,91
39,92
40,46
40,52
40,58
40,59
40,66
40,73
40,86
40,91
41,42
41,57
41,58
41,76
41,79
41,85
41,89
42,80
42,87
43,44
43,45
43,51
43,52
43,53
43,56
43,59
43,60
43,66
43,73
43,76
43,77
43,80
43,85
43,87
44,46
44,59
45,46
45,52
45,53
45,54
45,57
45,59
45,61
45,66
45,71
45,73
45,78
45,87
46,49
46,52
46,59
46,62
46,65
46,66
46,71
46,73
46,84
46,86
46,91
47,50
47,51
47,57
47,58
47,61
47,77
47,85
47,90
48,59
49,50
49,65
50,51
50,53
50,56
50,59
50,65
50,68
50,74
50,75
50,80
50,85
50,87
50,89
51,53
51,56
51,58
51,60
51,61
51,75
51,76
51,81
51,85
51,87
51,89
52,55
52,59
52,66
52,69
52,72
52,73
52,91
53,56
53,76
53,80
53,85
53,87
53,88
54,62
54,63
54,64
54,67
54,70
54,71
54,74
54,78
55,72
56,75
56,76
56,80
56,85
56,87
56,88
57,58
57,59
57,60
57,61
57,66
57,77
57,85
57,87
57,88
57,89
58,61
58,63
58,77
58,89
59,60
59,63
59,66
59,73
59,78
59,79
59,83
59,85
59,86
59,87
59,91
60,68
60,77
60,79
60,85
60,89
61,80
61,82
61,89
61,90
62,63
62,64
62,67
62,70
62,72
62,87
62,91
63,67
63,70
63,74
63,76
64,67
64,71
64,90
65,78
65,83
66,73
66,83
66,85
66,86
66,92
67,70
67,71
68,77
68,79
68,85
70,71
70,74
71,74
72,84
73,76
73,79
73,81
73,86
73,87
73,91
75,80
75,82
75,87
76,80
76,85
76,87
76,89
77,79
77,82
77,85
77,89
78,83
78,85
78,87
79,82
80,85
80,87
80,88
80,89
81,86
81,91
81,92
82,85
82,89
85,87
85,88
85,89
85,90
86,91
86,92
87,92
89,90
